# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033461070531607e+08,2.142716107214277077e+00,1.708915522789422994e+02,3.859571689291465102e+00
3.376033462678657174e+08,2.001413673510615610e+00,1.709992680069710502e+02,3.977932060378885470e+00
3.376033463676134348e+08,2.175120738310229118e+00,1.709701330657413791e+02,3.857045538474255686e+00
3.376033465963740349e+08,1.496553013987798124e+02,1.709820061992666353e+02,3.917669103667122066e+00
3.376033467144392729e+08,1.621057774743044355e+00,1.709378687171042088e+02,3.960994635755259452e+00
3.376033472079084516e+08,2.328893795831475710e+00,1.708693233511491769e+02,3.914466410550861752e+00
3.376033472814312577e+08,2.149377024799992153e+00,1.708829030191776894e+02,3.902062043267778613e+00
3.376033472825247049e+08,1.661288534512519899e+00,1.709842085778163892e+02,3.856357947089839033e+00
3.376033472881236672e+08,2.758097041459272258e+00,1.709797218282006384e+02,3.894955223953018741e+00
3.376033475354554057e+08,2.742093221748620469e+00,1.708701933923254046e+02,3.807569245404754721e+00
3.376033477087002397e+08,1.793546351583153786e+00,1.709102623643740912e+02,3.928864602494151370e+00
3.376033477395106554e+08,1.604266512549081813e+00,1.709029437311928064e+02,3.823566591490213273e+00
3.376033479159349799e+08,1.527993957943772614e+02,1.709706211892789440e+02,3.942160996160359865e+00
3.376033480992480516e+08,1.845076184722766355e+00,1.710020122911764133e+02,3.926818334245193221e+00
3.376033481992430687e+08,2.189488307895167463e+00,1.709552949217077469e+02,3.882100594061514087e+00
3.376033483346928954e+08,3.971452639042784671e+00,1.709204282538887583e+02,3.848638065334316405e+00
3.376033483662732244e+08,5.233929133525000310e+01,1.709905256819008628e+02,3.871604673599670310e+00
3.376033483949131966e+08,1.661929988326130259e+00,1.709707726557585659e+02,3.839139067437808084e+00
3.376033484132403731e+08,2.094205848240979329e+00,1.709421705368970663e+02,3.927645454921423251e+00
3.376033484864698648e+08,6.949786988231535645e+01,1.709002755616044738e+02,3.965385057565212534e+00
3.376033485287651420e+08,1.602348163112004231e+00,1.709651141361400732e+02,3.874912768141334229e+00
3.376033488563899994e+08,1.839878032738342828e+00,1.709066785570792035e+02,3.833141836903019239e+00
3.376033488717483878e+08,1.615866074333502489e+00,1.708793659165863801e+02,3.959305392897435549e+00
3.376033489478903413e+08,1.608814614326440795e+00,1.709521940719797044e+02,3.983521356962015592e+00
3.376033489661344886e+08,5.516453914308925732e+01,1.709561081568652696e+02,3.947173568427723822e+00
3.376033490948951244e+08,1.162805977787457010e+02,1.709286754649247086e+02,3.779348073628073124e+00
3.376033491531465054e+08,3.695888671866178754e+00,1.709680076446918804e+02,3.834762116287269151e+00
3.376033493519300222e+08,1.770422542589467518e+00,1.709686261108431324e+02,3.894162133392425673e+00
3.376033495795803070e+08,4.960197646319440423e+01,1.710433661070454434e+02,3.885827358512710550e+00
3.376033495854561329e+08,1.776998345955151271e+00,1.709722686286654607e+02,3.961017165864060274e+00
3.376033497843356729e+08,2.108996433924561931e+00,1.708650703156323516e+02,3.848074451937794738e+00
3.376033507991421819e+08,1.809197568285898505e+00,1.708684353650869525e+02,3.820942302554946046e+00
3.376033508105155230e+08,1.677130173236946797e+00,1.709092816903459493e+02,3.759086044010081284e+00
3.376033509393575788e+08,1.736894489113333773e+00,1.708451287720683638e+02,3.870252509492569271e+00
3.376033509598618746e+08,2.384449918426203130e+00,1.709939422360576486e+02,3.805907210607345714e+00
3.376033509956995845e+08,2.171783436131660583e+00,1.708422091060421337e+02,3.886674251145303405e+00
3.376033510684611797e+08,3.115400385110345560e+00,1.710508314715887650e+02,3.888798761954784133e+00
3.376033511127909422e+08,1.674152131479512473e+00,1.709644493779672700e+02,3.806611165650846562e+00
3.376033511968445182e+08,2.142743958964267836e+00,1.709158368908735213e+02,3.766572924966435920e+00
3.376033514257346392e+08,2.320236175135720114e+00,1.708468510501892013e+02,3.951525027410852875e+00
3.376033515021743178e+08,2.136919221788957213e+00,1.710124121610081147e+02,3.946756447909092635e+00
3.376033518067606688e+08,1.977700315642845652e+00,1.709573443585121026e+02,3.985816117552865023e+00
3.376033518158733249e+08,1.826887601185618104e+00,1.709133256052387821e+02,3.770895115289574662e+00
3.376033518915057182e+08,3.204750333871838386e+00,1.708391646683279816e+02,3.892315613697123311e+00
3.376033519745527506e+08,1.945738467494847690e+00,1.709017705565822780e+02,3.909446653543833250e+00
3.376033521276007295e+08,2.135518706768444019e+00,1.708573114865797606e+02,3.876218503760784806e+00
3.376033525309854150e+08,2.385512847117876589e+00,1.710194378301187328e+02,3.871031327306402758e+00
3.376033525485677719e+08,1.628145563047457722e+00,1.710059439411288906e+02,3.931810584187147573e+00
3.376033526232364178e+08,2.122950203783450007e+00,1.710043315693607440e+02,3.834128960329608482e+00
3.376033526749172211e+08,1.785342543011235961e+00,1.709913754129411529e+02,3.827362738992310387e+00
3.376033526921069622e+08,2.111473330594092701e+00,1.709619866918762909e+02,3.978905631995495629e+00
3.376033527182707787e+08,5.504930345828289973e+01,1.708658375697404210e+02,3.946400365839507707e+00
3.376033528261038661e+08,3.173829874961026754e+00,1.709008243731017842e+02,3.791085296467668897e+00
3.376033528412135243e+08,2.342269728247462268e+00,1.709247453215516828e+02,3.877582802526120975e+00
3.376033528478432298e+08,2.095810361707223457e+00,1.709677411050507487e+02,3.962371697256909187e+00
3.376033529003324509e+08,1.897107342798868501e+00,1.709527699872534470e+02,3.902696742885805481e+00
3.376033529608421326e+08,1.429954202599397490e+02,1.710415354758918625e+02,3.931537168039045849e+00
3.376033531543020010e+08,1.292480134280225741e+02,1.709435315062469272e+02,3.830629359612849338e+00
3.376033533229188919e+08,2.944159159186293451e+00,1.710492111303416038e+02,3.900287391262746706e+00
3.376033533874531388e+08,2.484456543850485133e+01,1.708245327396872710e+02,3.941690084155676121e+00
3.376033534812294841e+08,1.774212173819995186e+00,1.709530397756064986e+02,3.807489910933121724e+00
3.376033536338605285e+08,2.251850476642817345e+00,1.709144794025671672e+02,3.988701716759086580e+00
3.376033538000851870e+08,2.360780368829012765e+00,1.710336240890073327e+02,3.867298600748677817e+00
3.376033543537886143e+08,1.656771556418809022e+00,1.708605109156983985e+02,3.856165479317314571e+00
3.376033547439371347e+08,3.180464460961666351e+00,1.709881736196587667e+02,3.923173164744333530e+00
3.376033547497115135e+08,1.196799925963801741e+02,1.709311048257210643e+02,3.879796521805802811e+00
3.376033550962975621e+08,1.875051188673931168e+00,1.708872718891925899e+02,3.849928165793080836e+00
3.376033551625258923e+08,2.359342728894755048e+00,1.708985185661548769e+02,3.782718568427328787e+00
3.376033552869598866e+08,2.768942728148089394e+00,1.708953587624702664e+02,3.807493840934948359e+00
3.376033555760287046e+08,2.022798344276278026e+00,1.708690925445394271e+02,3.942192553364318730e+00
3.376033557033151388e+08,1.922301237520631867e+00,1.709705750534273818e+02,3.903640560729797038e+00
3.376033558597192764e+08,2.069639623049968069e+00,1.709100223388056179e+02,3.784717065007507486e+00
3.376033559766076207e+08,2.416079915640646725e+00,1.708580418795597211e+02,3.849899216757416642e+00
3.376033559977318645e+08,4.051804049436298349e+00,1.708468787411316896e+02,3.931046511621467676e+00
3.376033561688371301e+08,3.149141299016129825e+00,1.709281964719813232e+02,4.007532533091984206e+00
3.376033561923707128e+08,2.260986491429777256e+00,1.708685328346914787e+02,3.871056460199829630e+00
3.376033563247717619e+08,2.851388145925804807e+00,1.709310901661433775e+02,3.818758245873073776e+00
3.376033563846865296e+08,1.826311710852105863e+00,1.710020714958599228e+02,3.873667853563872221e+00
3.376033564101746082e+08,1.784890165494292358e+00,1.709576964528375242e+02,3.784097325234975884e+00
3.376033565031667948e+08,3.594418262027089384e+01,1.709882285334817311e+02,3.813782803914712360e+00
3.376033566256994605e+08,2.206487570144992194e+00,1.709878285424364037e+02,3.867220824521533817e+00
3.376033570247592330e+08,2.406771326788597065e+00,1.709721502747886461e+02,3.997412762745069958e+00
3.376033570464882851e+08,1.917079910026112000e+00,1.709591708726929937e+02,3.989759617175797413e+00
3.376033570676059723e+08,1.729680528258043193e+00,1.710052089639713415e+02,3.845119950659157126e+00
3.376033571300654411e+08,2.556202166707464229e+01,1.710016438843858566e+02,3.846212826740022184e+00
3.376033571366394758e+08,1.044541808411456429e+02,1.709465678144629521e+02,3.925248492396536726e+00
3.376033572864075303e+08,1.607800726583016093e+00,1.709325320150372818e+02,3.972446346785771354e+00
3.376033572995312214e+08,1.723579770301379765e+00,1.709753153636368950e+02,3.959104161513300024e+00
3.376033577970167994e+08,1.648020273465658381e+00,1.709562797691993410e+02,3.974930891697234348e+00
3.376033580056465864e+08,1.696299212842210968e+00,1.708937157735606434e+02,3.839270901442664030e+00
3.376033580591144562e+08,1.397327910827663402e+02,1.709187020138663513e+02,3.943613560134601403e+00
3.376033580722442865e+08,2.137341300059526272e+00,1.709065955370352299e+02,3.881419546527056230e+00
3.376033581815009713e+08,1.993484409495519571e+01,1.708666450920300690e+02,3.804481800596068997e+00
3.376033582153101563e+08,2.823833945730432049e+01,1.709066153658145879e+02,3.961316191792929597e+00
3.376033582659585476e+08,1.625300955102510825e+00,1.708933822067009771e+02,3.932374286863359103e+00
3.376033584866864085e+08,2.129447623403018852e+00,1.709064069155439824e+02,3.873738340881140552e+00
3.376033586439183354e+08,1.939017226497275814e+00,1.710145139453576348e+02,3.817454985466676831e+00
3.376033588307272792e+08,2.092253452866450480e+00,1.709858589890898202e+02,3.932913552158158410e+00
3.376033588470939994e+08,2.675079506502290627e+01,1.709185104641798887e+02,3.979876570883878362e+00
3.376033589540266991e+08,1.684940633260261666e+00,1.709408372232804538e+02,3.834930373746824550e+00
3.376033589575589299e+08,2.330541627820934991e+00,1.710427347780824050e+02,3.921641062200792671e+00
3.376033592013912201e+08,2.085750897058022080e+00,1.708948424456172859e+02,3.856254085963613853e+00
3.376033593156737089e+08,1.875840274569372745e+00,1.710339943789882682e+02,3.937398617186591565e+00
3.376033601119676828e+08,2.345448829393171231e+00,1.710607745437344818e+02,3.877668863351222850e+00
3.376033603165341020e+08,3.028694654205271064e+00,1.709371274483983427e+02,3.923265566867310206e+00
3.376033603425753713e+08,1.920940278091153086e+00,1.710077639693834328e+02,3.853373752596762181e+00
3.376033604703139067e+08,1.672906782222195465e+00,1.710533198135791508e+02,3.854579992369181696e+00
3.376033605210395455e+08,2.313397868690265202e+00,1.708901129392824316e+02,3.924289148054280307e+00
3.376033607181156278e+08,2.113412706185143985e+00,1.709525861794502930e+02,3.893238715228382496e+00
3.376033607512267828e+08,2.265524983165298600e+00,1.709184549768743580e+02,3.925239033217962081e+00
3.376033607748253942e+08,2.058404766173561828e+00,1.709570009538219608e+02,3.820611157710788852e+00
3.376033608660511971e+08,1.816989072093583735e+00,1.709023674524616752e+02,3.816370631762796783e+00
3.376033612653077245e+08,1.942974296260034484e+00,1.709796148127811932e+02,4.038766056754426792e+00
3.376033613166320920e+08,1.777874797950188102e+00,1.708568123247817425e+02,3.876771654474132411e+00
3.376033613511346579e+08,2.474661817225671356e+00,1.709677638768098973e+02,3.867388293592020077e+00
3.376033614158921838e+08,2.129240846345517468e+00,1.709280241072282251e+02,3.820118259205421918e+00
3.376033615281981230e+08,1.849937159551615862e+00,1.710392689293505839e+02,3.828093440695752303e+00
3.376033617358220816e+08,1.749468122641083756e+00,1.709814323280892836e+02,3.910401893815898422e+00
3.376033620598127842e+08,2.990817868599260354e+00,1.710424500173733122e+02,3.849199505506253782e+00
3.376033623588085771e+08,2.419396261276107740e+00,1.708976231252568141e+02,3.794110087996304781e+00
3.376033625257019997e+08,2.783170159322303050e+00,1.709390106492559198e+02,3.846540902261644135e+00
3.376033627896032333e+08,2.140531605271948745e+00,1.710118866847115839e+02,3.937653693367455521e+00
3.376033628862892985e+08,2.382709857088840089e+00,1.709177679989947194e+02,3.920006972612098295e+00
3.376033629662452936e+08,1.631518364314191505e+00,1.710366873669494225e+02,3.900635600530152569e+00
3.376033630217189789e+08,1.917884704780353777e+00,1.709662349058085908e+02,3.970286758993911480e+00
3.376033630992063284e+08,2.749415191074493503e+00,1.709762996098121732e+02,3.805932458033009613e+00
3.376033634581267238e+08,1.795380204305037530e+00,1.708071406555903877e+02,3.917538948391485754e+00
3.376033634595255256e+08,2.133703250743979929e+00,1.709555860802433358e+02,4.026492553941233510e+00
3.376033636033116579e+08,1.177067994705760583e+02,1.709513772952293209e+02,3.959337548175455357e+00
3.376033637827878594e+08,2.071324450595089850e+00,1.709004957818185346e+02,3.754057287818674205e+00
3.376033638139408827e+08,1.723133195528076644e+00,1.709499907407206365e+02,3.842486353841794600e+00
3.376033639676444530e+08,1.828102319611588422e+00,1.709053216919778038e+02,3.817077216764710013e+00
3.376033641096549630e+08,2.224770214969286286e+00,1.709706792076566444e+02,3.811527351051642309e+00
3.376033641536462307e+08,2.072845854449541392e+00,1.708698722664770742e+02,3.908145706493093563e+00
3.376033641726459265e+08,2.417255192837252764e+00,1.709687264330329413e+02,3.801190037211752859e+00
3.376033642190534472e+08,1.634806839526480537e+00,1.709064137677692372e+02,3.969917168002350838e+00
3.376033642514890432e+08,2.850079816867279181e+00,1.709190612097426367e+02,3.932668987424879248e+00
3.376033643462164998e+08,7.984629796009069480e+01,1.709384791560498513e+02,3.857175166239080966e+00
3.376033643698291183e+08,1.800280809851896091e+00,1.709138902124839774e+02,3.778244965104168074e+00
3.376033645096424818e+08,2.127829484992691977e+00,1.710018616939360641e+02,3.990475204241125784e+00
3.376033646985366940e+08,2.180910177159534946e+00,1.708750226825137872e+02,3.865750788545257777e+00
3.376033656826757193e+08,2.164564021862080523e+00,1.708081348065327347e+02,3.912859902052848060e+00
3.376033657681170106e+08,1.649856561471245042e+00,1.709218699170886850e+02,3.959806201538278891e+00
3.376033658208518028e+08,2.081890905270183278e+00,1.709705043391872152e+02,3.835576100231647523e+00
3.376033658762568831e+08,3.961367209831555769e+00,1.709434054594570966e+02,3.840602430069974371e+00
3.376033658878240585e+08,1.953705895373174295e+00,1.710239947034677641e+02,3.865763516824973767e+00
3.376033658939560056e+08,2.060950442680982597e+00,1.710022615646270197e+02,3.982090749904555693e+00
3.376033661165320873e+08,1.627349204189448173e+00,1.708297130448370353e+02,3.889870743782173790e+00
3.376033661822410226e+08,1.729680900694660073e+00,1.709811023096100087e+02,3.920573301765246210e+00
3.376033662154110670e+08,2.945498868304002205e+00,1.709277570059484503e+02,3.778437712797273917e+00
3.376033663086818457e+08,1.970716343020491923e+00,1.708981913329309634e+02,3.970965856129821780e+00
3.376033663402426839e+08,8.732431763723229778e+01,1.710056740704751803e+02,3.972904549183790213e+00
3.376033663878564239e+08,2.193954679216351344e+00,1.709403103390123704e+02,3.859081239159625198e+00
3.376033664014688134e+08,2.359565340500465958e+00,1.709611632515367319e+02,3.903474210339074268e+00
3.376033664388014078e+08,2.066453765373605922e+00,1.709058500305265511e+02,3.986669048455362407e+00
3.376033665475261807e+08,1.835951033894596574e+00,1.708708121398701962e+02,3.965242155616647501e+00
3.376033666240259409e+08,1.787862054721024885e+00,1.709213991364088940e+02,3.834884231472194926e+00
3.376033668080754876e+08,1.718125800099278289e+00,1.710170329473412778e+02,3.860746201560602664e+00
3.376033670315422416e+08,1.086302082351360987e+01,1.709013197710137888e+02,3.909967672022918173e+00
3.376033670396888852e+08,1.949636109649365956e+00,1.709473283987125853e+02,3.909290543965293185e+00
3.376033671828268766e+08,2.134656409906264152e+00,1.709366963952706726e+02,3.835644048054763555e+00
3.376033672391927838e+08,3.949232393025454257e+00,1.708388696936598308e+02,3.894088988628383152e+00
3.376033672570345402e+08,1.987327554722458700e+00,1.709918845931312603e+02,3.810250834270551223e+00
3.376033673804291487e+08,1.723103961191155387e+00,1.709396202880025726e+02,3.888759188787640930e+00
3.376033674773641825e+08,1.672594553233613279e+00,1.709190931522333017e+02,4.005424726086038056e+00
3.376033675611957908e+08,2.377519135707190756e+00,1.710154541208421790e+02,3.878039561428397342e+00
3.376033679074515700e+08,3.134344202177462790e+00,1.708987466582914010e+02,3.795030494732506643e+00
3.376033681060497761e+08,2.033327537238613925e+00,1.709345250864039940e+02,4.000576877396729181e+00
3.376033681687568426e+08,2.976763941847221595e+00,1.709529432428804796e+02,3.807994138561043407e+00
3.376033682889269590e+08,1.982882991394755878e+00,1.708981157844508516e+02,3.985411023680663245e+00
3.376033683365480304e+08,1.796503826599529008e+00,1.708731596068069791e+02,3.828364728873706824e+00
3.376033684730842710e+08,3.617214878896204056e+01,1.708676340225462695e+02,3.963435207503954949e+00
3.376033686808556914e+08,2.122213718719470066e+00,1.710231532421605323e+02,3.906973676939997198e+00
3.376033688199915886e+08,7.877723845107253453e+01,1.709033785141044746e+02,3.902709374957899158e+00
3.376033688375344872e+08,1.065279187964142835e+02,1.710508207807829137e+02,3.891299191963968784e+00
3.376033689731481671e+08,2.928965656972187137e+00,1.709893834023395414e+02,3.998720066027714015e+00
3.376033691843456626e+08,3.196104382265889665e+00,1.708993160804408831e+02,3.904659149556992670e+00
3.376033692149140239e+08,2.131090975868622728e+00,1.709538892358858959e+02,3.960967465539301902e+00
3.376033693824374676e+08,2.237302760451558736e+00,1.709581687380621702e+02,3.866253591220449870e+00
3.376033695486367941e+08,2.037024945839141399e+00,1.708914326324391766e+02,3.978236334947125030e+00
3.376033696731722355e+08,2.274033601471144639e+00,1.709099442510276958e+02,3.842462956593232892e+00
3.376033696882979274e+08,1.831762998540684917e+00,1.709992342871683775e+02,3.852832919129566935e+00
3.376033697256023884e+08,1.919445384808224464e+00,1.709442136606093641e+02,3.859202153028306270e+00
3.376033699521424770e+08,4.042033932355449721e+00,1.708810107002104246e+02,3.796197926503493303e+00
3.376033699694468975e+08,1.646430606598008994e+00,1.708542225733723967e+02,3.891792877098820380e+00
3.376033700565580726e+08,2.287431942904897042e+00,1.710512958791006213e+02,3.877691886691359446e+00
3.376033701104616523e+08,1.709767699377570116e+00,1.710717106744469618e+02,3.861880394545878836e+00
3.376033701286553144e+08,2.439472709563528685e+00,1.708376720120901950e+02,3.897299035266762246e+00
3.376033701430584192e+08,2.277428387604871318e+00,1.709950918028182798e+02,3.868475372258888267e+00
3.376033702297065854e+08,1.897835221544339701e+00,1.710144875797362261e+02,3.873746517037494286e+00
3.376033702351718545e+08,2.037491098012170987e+00,1.708990220586370015e+02,3.936810278526994278e+00
3.376033703393316865e+08,1.559479959000155134e+02,1.709280492800008631e+02,3.970193286960201462e+00
3.376033704299268723e+08,2.082988380901285019e+00,1.709917894224025758e+02,3.854410787996551679e+00
3.376033704930953979e+08,3.260388546793209485e+01,1.710010306289135826e+02,3.934163704507182224e+00
3.376033705586190820e+08,2.253862042338959260e+00,1.708423300110903824e+02,3.953064038200361896e+00
3.376033706651885509e+08,2.020425145582591675e+00,1.710311520852955596e+02,3.904273948959852358e+00
3.376033706940141916e+08,2.260974922184742386e+00,1.709988322715351501e+02,3.900396697965666792e+00
3.376033707111913562e+08,2.055558363102187869e+00,1.708532725459617438e+02,3.967194129770219568e+00
3.376033707266846895e+08,2.241588742682821600e+00,1.708825786193023930e+02,3.971917815499161009e+00
3.376033708128787279e+08,2.238434325988547968e+00,1.708634199176462118e+02,3.934888390879929254e+00
3.376033708446275592e+08,2.916079122440307536e+00,1.710294112698082074e+02,3.854812790018584678e+00
3.376033708935046792e+08,1.752418150476321212e+00,1.709661283738991813e+02,3.797085921953062826e+00
3.376033709039756656e+08,2.270923668085789604e+00,1.709423138291782038e+02,3.799709092174412550e+00
3.376033710751799345e+08,2.298831155018913108e+00,1.710397893398462088e+02,3.916100740011351444e+00
3.376033711721623540e+08,1.957546390007927961e+00,1.710256508326716016e+02,3.856748175990691418e+00
3.376033711913104653e+08,1.786812192846904956e+00,1.708137521397407284e+02,3.903181114068216218e+00
3.376033712337228060e+08,2.343221806266614138e+00,1.708906978977927338e+02,3.982705833262070616e+00
3.376033712704223394e+08,2.373644987448588761e+00,1.710194799651007429e+02,3.856393201559748185e+00
3.376033713365859985e+08,1.949744454377390523e+00,1.710088034903774599e+02,3.925705033650050968e+00
3.376033716725888848e+08,2.379326480835712854e+00,1.710045409207063756e+02,3.836707913288261107e+00
3.376033717467502356e+08,1.912765810516305454e+00,1.708874779205116852e+02,3.987200214872154813e+00
3.376033718692859411e+08,2.609178347402210107e+00,1.709748710361546671e+02,3.797897274469870244e+00
3.376033719853467345e+08,3.084364685605318179e+00,1.710005803635989423e+02,4.001685536858752279e+00
3.376033720688097477e+08,2.231941185092042534e+00,1.708752027268621418e+02,3.893221827171720939e+00
3.376033722045417428e+08,1.975659738939418819e+00,1.708925027356225996e+02,3.863284109909904451e+00
3.376033722122924924e+08,1.695783738863140711e+00,1.710076304313677724e+02,3.936115715147666894e+00
3.376033722437168360e+08,2.316870966398580478e+00,1.709278384532211987e+02,3.921289887645542649e+00
3.376033723127810359e+08,1.721796200734318383e+00,1.710319455301324183e+02,3.871352913851298094e+00
3.376033723147749305e+08,2.304482075006061947e+00,1.709580173302226740e+02,3.945295980187312868e+00
3.376033724235512614e+08,2.411862715562744786e+00,1.708575367611733782e+02,3.910991223491113278e+00
3.376033724384953380e+08,1.812658410674332643e+00,1.710071825992011441e+02,3.925479392394136902e+00
3.376033726868833899e+08,1.783793170736142963e+00,1.709800539020015151e+02,3.976108190510694307e+00
3.376033728400959373e+08,2.358082230496792775e+00,1.710367646682674092e+02,3.918067036519214064e+00
3.376033728760093451e+08,1.733048276443772240e+00,1.708972956137927781e+02,3.961299130381780831e+00
3.376033731417376399e+08,2.035298876508229160e+00,1.709472502608387856e+02,3.864989961277772057e+00
3.376033732747889161e+08,1.922886074503813658e+00,1.708871550413762179e+02,3.888591144908695174e+00
3.376033733853488564e+08,1.880211251889855717e+00,1.708427530855503278e+02,3.843585658203914068e+00
3.376033734248518348e+08,2.361546343820450478e+00,1.709641226324480954e+02,3.916277727852478296e+00
3.376033735000692606e+08,4.147646185457018930e+01,1.708381964886732476e+02,3.862961390075364765e+00
3.376033735276746154e+08,1.651079432281980814e+02,1.709291307767138903e+02,3.892526231388886426e+00
3.376033737060930729e+08,2.181933195464603070e+00,1.709875253184135317e+02,3.885664357822787185e+00
3.376033740245702267e+08,2.206811819125254814e+00,1.708913126385559735e+02,3.786276658665805872e+00
3.376033742873731256e+08,1.084962897558340131e+02,1.709698965807138791e+02,3.911144374232932375e+00
3.376033745992732048e+08,2.314794314026084976e+01,1.708258181344965010e+02,3.903533323097017060e+00
3.376033747578689456e+08,2.938921574573788664e+00,1.709341908789377840e+02,3.819431662846125342e+00
3.376033747942742705e+08,1.923804681398309846e+00,1.709720096637969959e+02,3.985949872776249681e+00
3.376033748048594594e+08,3.442027247450393190e+01,1.710263305123152406e+02,3.835037897933736950e+00
3.376033748543335795e+08,1.822829951237676216e+00,1.708231390529934686e+02,3.934165937703181903e+00
3.376033749464460015e+08,1.957408448429760917e+00,1.708624281902105508e+02,3.833877926021564075e+00
3.376033751122893691e+08,2.093147479281249446e+00,1.710105632761466268e+02,3.832967594423846158e+00
3.376033756227253675e+08,2.357164757514268683e+00,1.709028407389468782e+02,3.984083917316628920e+00
3.376033756927502751e+08,2.977997691950164949e+00,1.708179802348535929e+02,3.906651766296980188e+00
3.376033757959013581e+08,1.655853744598460908e+00,1.708992911723390478e+02,3.937161152326332569e+00
3.376033759061947465e+08,1.928943203505901538e+00,1.709583255864605178e+02,3.858964229553218939e+00
3.376033762564982176e+08,1.123550830865546324e+01,1.708974008468021850e+02,3.835297504603981444e+00
3.376033762785046101e+08,1.663290181634531129e+00,1.708769382892090221e+02,3.951739896878794678e+00
3.376033763149202466e+08,1.721032230550657793e+00,1.710248482218052573e+02,3.896736532288316734e+00
3.376033770291563869e+08,1.735154506382851736e+00,1.708799958891544577e+02,3.925318777470262699e+00
3.376033771055621505e+08,2.077298679894513445e+00,1.709861706675897324e+02,3.902233726957052173e+00
3.376033771364332438e+08,2.288140441013462478e+00,1.708508776643523674e+02,3.915422343510042147e+00
3.376033772505168915e+08,2.404000837799217472e+00,1.709323177471899271e+02,3.890049548599998630e+00
3.376033772924169302e+08,2.135566071571488145e+00,1.709009144941654768e+02,3.811976052784434188e+00
3.376033774296388030e+08,2.374752739435979088e+00,1.709578832695138715e+02,3.806801737699896382e+00
3.376033774608309865e+08,2.409678616319164135e+00,1.709792604421323574e+02,3.876898842201206286e+00
3.376033777144403458e+08,1.715930196994452261e+00,1.709048474364537071e+02,3.896254312057293223e+00
3.376033779561997652e+08,2.146307935608606776e+00,1.709025919119763159e+02,3.919160961012787769e+00
3.376033780677112341e+08,2.151356834556680919e+00,1.708250150163872831e+02,3.942586614065613837e+00
3.376033780799061656e+08,2.741892060034511580e+00,1.709331774704061502e+02,3.882417611423428117e+00
3.376033781562604308e+08,2.271074878697603161e+00,1.708801679561243816e+02,3.963870485960715673e+00
3.376033783334022164e+08,1.760515949880873787e+00,1.709034910629559079e+02,3.937712260810366072e+00
