# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033478224949837e+08,1.747952172996747322e+00,1.709703930036644124e+02,3.940829281167617548e+00
3.376033479941489100e+08,2.311323735010565539e+00,1.709861840508355613e+02,3.988627829883534925e+00
3.376033484140803814e+08,1.661744738212399319e+00,1.709010240361681952e+02,3.762376151548021852e+00
3.376033487349731922e+08,1.651609396701116061e+00,1.710338496629691178e+02,3.846689766488666340e+00
3.376033487479919791e+08,1.976869981905212459e+00,1.708751734451847142e+02,3.835626959238481959e+00
3.376033487644322515e+08,2.373145257921629003e+00,1.709905960124536932e+02,3.848398084916435646e+00
3.376033488717386127e+08,2.345597939813397037e+00,1.709397536615559545e+02,4.001738731268460469e+00
3.376033489582118988e+08,2.213446174204056760e+00,1.708875975872673791e+02,3.972858706307754506e+00
3.376033490897067785e+08,1.828670181119828708e+00,1.708302183895147834e+02,3.929367682013547913e+00
3.376033492520725131e+08,1.898698176162820994e+00,1.710230989610002155e+02,3.932233204710355423e+00
3.376033493336102962e+08,1.643648690986847738e+00,1.709529666150735920e+02,3.833190073599818337e+00
3.376033493344459534e+08,2.306661884567945187e+00,1.707948074285169469e+02,3.920227602548336687e+00
3.376033493628553152e+08,1.781728731311744696e+00,1.708980539837020558e+02,3.922728582123739649e+00
3.376033495565291047e+08,5.258353741592914687e+00,1.709498521185388995e+02,3.878384152811135799e+00
3.376033495710527897e+08,1.363175519561260671e+02,1.708998089064099304e+02,3.824942981492804428e+00
3.376033495825032592e+08,1.651808116732544462e+00,1.709090864586577823e+02,3.787147043389507584e+00
3.376033496013898253e+08,1.819051632060056489e+00,1.709604921558739932e+02,3.987886614266406227e+00
3.376033498112171292e+08,1.877362556888570122e+00,1.710081470703393904e+02,3.855121529798454016e+00
3.376033498166413307e+08,2.212141756540431992e+00,1.709777328658483384e+02,3.905825654775065825e+00
3.376033498568597436e+08,8.453009785577711455e+01,1.708991996288967243e+02,3.940748361897109309e+00
3.376033501143999100e+08,1.985453093000361102e+00,1.708662079532675477e+02,3.838198842136891109e+00
3.376033501484167576e+08,2.541358106165302555e+00,1.709029103371559870e+02,3.836747993200916529e+00
3.376033502573034167e+08,1.679817191113622821e+00,1.709856284428114179e+02,3.961463533236910806e+00
3.376033503221245408e+08,1.889648255800408405e+00,1.708904890901946203e+02,3.787129979530997392e+00
3.376033503256656528e+08,2.292021455123222751e+00,1.710202664146953566e+02,3.840224730757908933e+00
3.376033507505817413e+08,1.803614004191471887e+00,1.709024974791140892e+02,3.939020452150974183e+00
3.376033507595975399e+08,1.685625827665863108e+00,1.709745621178861086e+02,3.887366874246267034e+00
3.376033508117411137e+08,2.942403676712508798e+01,1.708046279051457930e+02,3.892553006606579658e+00
3.376033509957828522e+08,2.250326171536716657e+00,1.709022368222040598e+02,3.930978988766385296e+00
3.376033510008234382e+08,1.600241443999839142e+00,1.709877901618052078e+02,3.883736129688301730e+00
3.376033510836688280e+08,1.744696972625698450e+00,1.709141402074453424e+02,3.882229811674608566e+00
3.376033513344201446e+08,1.824271108857300039e+00,1.709329726331342556e+02,3.884546286558440809e+00
3.376033513902614713e+08,2.713942232835528756e+01,1.708941319786762563e+02,3.964010784140021393e+00
3.376033514116647840e+08,5.751627492706188605e+01,1.709875394978591601e+02,3.917450993401481618e+00
3.376033514952344298e+08,1.644175288860063588e+00,1.708767371039345164e+02,3.917539685207433564e+00
3.376033515595752001e+08,1.735324146735053752e+00,1.709701247378849871e+02,3.935946322598816050e+00
3.376033515887075067e+08,1.657758995201513708e+00,1.709274114846469104e+02,4.015895265380710732e+00
3.376033516115109324e+08,2.158387130909143803e+00,1.708843390227330303e+02,3.856540727255415302e+00
3.376033518377383351e+08,2.118958659833165115e+00,1.708850023081099891e+02,3.915521464432837107e+00
3.376033518944705129e+08,2.261093981951626475e+00,1.710190925023235877e+02,3.848943868485903419e+00
3.376033521490347981e+08,2.033106482581571228e+00,1.709692400797408993e+02,3.908394388142390596e+00
3.376033523453553319e+08,2.320956390810333669e+00,1.708803281688773268e+02,3.918275069024020230e+00
3.376033525184181929e+08,2.095307005784560417e+00,1.708654747221879973e+02,3.931837140454740531e+00
3.376033527394227982e+08,3.201061464330462680e+00,1.708825751253460226e+02,3.905621426871895618e+00
3.376033527724010348e+08,2.223086618277076987e+00,1.708449422906930408e+02,3.884079530841345829e+00
3.376033527867348194e+08,1.706788806128820557e+00,1.708826921151896556e+02,3.988282959065435396e+00
3.376033528361820579e+08,2.132932106718604004e+00,1.709934542120809908e+02,3.821934704218142187e+00
3.376033529138960242e+08,1.891120602048409260e+00,1.709473522979240556e+02,3.957736382871468450e+00
3.376033529367635846e+08,2.567992440352581340e+00,1.709396971954635944e+02,3.783675853686194746e+00
3.376033530804198384e+08,2.326682900670812515e+00,1.709052705719040546e+02,3.960611800322245024e+00
3.376033530986505747e+08,1.953289911335017282e+00,1.709668259229753176e+02,3.927260427338762572e+00
3.376033531827027202e+08,1.832106670666798109e+00,1.710189370690028170e+02,3.916025334882299092e+00
3.376033532546685934e+08,2.608137177228516901e+00,1.708448570707158183e+02,3.822980557743924646e+00
3.376033533913371563e+08,1.724727011827917877e+00,1.708376994284347177e+02,3.932192547537579852e+00
3.376033535195899010e+08,1.734429940075078003e+00,1.709919917256380586e+02,3.889582678697490081e+00
3.376033537142426968e+08,2.444271030258198696e+00,1.709094073822865596e+02,3.762294343494458904e+00
3.376033537242864370e+08,1.844388761543763744e+00,1.708337372285461697e+02,3.923252546839083976e+00
3.376033537958132029e+08,2.260586707314455879e+00,1.710158122123429507e+02,3.942442423601129509e+00
3.376033538591668606e+08,2.109335780415776185e+00,1.709092782298416751e+02,3.764788912225182749e+00
3.376033539249005318e+08,1.884354420703456601e+00,1.709466475518872812e+02,3.803880432117069166e+00
3.376033540058513284e+08,2.248112662262500727e+00,1.709755634317614295e+02,3.829243736566084078e+00
3.376033540364232063e+08,1.715717077484260278e+00,1.710203897168151457e+02,3.869720823455160108e+00
3.376033540984752774e+08,2.414203077125196550e+00,1.708870074614109456e+02,3.872364891004838494e+00
3.376033542103599310e+08,1.659244825457850459e+00,1.708595069619204878e+02,3.830281445280301345e+00
3.376033543593375087e+08,2.140577483509555456e+00,1.708168882760653275e+02,3.954526033840561450e+00
3.376033547168426514e+08,2.035388339902962418e+00,1.709834207776759740e+02,3.871059364310147632e+00
3.376033547348393798e+08,1.899186163958529239e+00,1.709869356090623569e+02,3.992942113814108129e+00
3.376033548015906811e+08,1.714781795504623840e+00,1.710228080294291715e+02,3.906579400412334202e+00
3.376033548214387298e+08,1.783461909710400528e+00,1.710022594878242330e+02,3.872668147352301027e+00
3.376033548646296263e+08,1.806318815415140833e+00,1.709735985293550584e+02,3.880010723788668070e+00
3.376033549571223259e+08,2.386481631814746152e+00,1.709020260855049571e+02,3.833893978972522376e+00
3.376033550273881555e+08,2.203617219733573940e+00,1.710038247327598810e+02,3.830371780612450650e+00
3.376033551028949618e+08,2.263609127754387718e+00,1.709344273327046722e+02,3.792257332162798811e+00
3.376033551272619963e+08,2.177303487943529348e+00,1.708610767011313953e+02,3.897153964880189836e+00
3.376033552370020747e+08,1.970580229226761793e+00,1.709640340621926669e+02,3.802566689932117328e+00
3.376033554838456511e+08,1.975274599355082206e+00,1.708853042745369066e+02,3.916619491673604347e+00
3.376033560478219390e+08,4.253591541144842836e+01,1.708103007690893094e+02,3.946215600436383752e+00
3.376033560483762622e+08,3.033352205592078299e+00,1.709402401264749187e+02,3.903477399257796687e+00
3.376033563181056976e+08,1.658923788667850729e+00,1.708998715084479159e+02,3.950782498539457954e+00
3.376033563593831658e+08,1.047472281295385272e+02,1.709429280597442755e+02,3.865713729235841445e+00
3.376033563982799649e+08,2.278667005790847355e+00,1.710441840777609173e+02,3.848488899862710699e+00
3.376033565220085382e+08,1.637464034961053860e+00,1.709809109777577874e+02,3.932835242064929293e+00
3.376033565297248960e+08,1.988395585200908977e+00,1.708636029581161893e+02,3.816841323836018596e+00
3.376033565676587820e+08,3.018736914928948689e+00,1.709764719452493296e+02,3.996393983451522747e+00
3.376033565841417909e+08,1.636318713634096200e+00,1.708923062729863602e+02,3.894957064229755961e+00
3.376033567223066092e+08,1.692918967017715159e+00,1.708107331079545759e+02,3.922119559239437336e+00
3.376033567768796682e+08,2.411594924352579383e+00,1.709637799475063673e+02,3.922157929985287783e+00
3.376033571377377510e+08,2.468511119300310863e+00,1.709770951181923522e+02,3.837392792040082767e+00
3.376033571814983487e+08,2.331678634471765488e+00,1.710178485459400406e+02,3.858254585672570958e+00
3.376033571982327700e+08,2.747403452552166225e+00,1.709369523013186267e+02,3.817763183106404057e+00
3.376033572865883708e+08,1.756443309830002963e+00,1.709552392580156663e+02,3.849154677572065975e+00
3.376033573000434041e+08,2.306261177124430350e+00,1.710095480853294134e+02,3.837183890054888913e+00
3.376033573255447745e+08,2.311813414445430315e+00,1.709148410696328995e+02,3.831840263136400804e+00
3.376033574067707658e+08,2.006269904404625048e+00,1.710405865192952319e+02,3.897821139264818324e+00
3.376033574936680198e+08,2.144347088482060570e+00,1.709235615144125973e+02,3.878480854519347876e+00
3.376033576914322972e+08,1.697683371067951530e+00,1.708352718533419932e+02,3.896885815798911690e+00
3.376033581957076192e+08,1.889639485443565192e+00,1.709229890029346564e+02,3.872898115735784685e+00
3.376033582032693028e+08,1.757128744025407308e+00,1.708841808042796515e+02,3.839492026827730164e+00
3.376033584824900627e+08,1.689557829221951968e+00,1.708902214912965007e+02,3.809591916522883981e+00
3.376033586572560668e+08,1.949765769839691076e+00,1.708407265185184656e+02,3.931281560594157565e+00
3.376033586601337194e+08,1.772293576195115739e+00,1.709934584433117379e+02,3.827174069996533756e+00
3.376033588158159852e+08,1.848740969361624353e+00,1.709783194373471247e+02,3.982777021957319530e+00
3.376033588530862331e+08,1.654365573513888910e+00,1.709503037179106002e+02,3.916280493285904551e+00
3.376033588612347245e+08,1.792641634144201079e+00,1.709104772391003166e+02,3.860995852708221321e+00
3.376033588830840588e+08,2.347862384655656776e+00,1.709644860717490644e+02,4.018383376031018805e+00
3.376033589268779159e+08,1.823880501581135238e+00,1.708351660609376381e+02,3.944955813867454530e+00
3.376033595165892839e+08,1.916943106096030691e+00,1.708389094783367739e+02,3.957139204754529072e+00
3.376033595487256050e+08,2.126925172467148073e+00,1.709209206775148857e+02,3.917805778282867468e+00
3.376033596306808591e+08,1.777830768876605738e+00,1.709613137815479149e+02,3.970944603952160978e+00
3.376033597306740284e+08,2.003457675514999536e+00,1.709366226024369269e+02,3.979150477058780666e+00
3.376033598128678203e+08,1.908568857695049914e+00,1.708231031335948273e+02,3.938430533845078241e+00
3.376033599369333386e+08,2.508670999050680805e+00,1.709436331480009699e+02,3.905402238374765744e+00
3.376033602293884158e+08,2.160063299992132535e+00,1.708803325258325003e+02,3.770455800761184140e+00
3.376033603511269093e+08,1.843275768306521289e+00,1.709181665491247202e+02,3.901295952876021822e+00
3.376033604016501307e+08,2.257937970537456707e+00,1.709539705190858569e+02,3.876882559405322670e+00
3.376033604558717012e+08,1.801232928812717127e+00,1.709605564997994236e+02,3.960626707639212540e+00
3.376033606160609126e+08,2.548811240303129999e+00,1.708259409876942811e+02,3.913380534164759617e+00
3.376033606452384591e+08,2.506602634675390462e+00,1.708795731407755625e+02,3.927321699394500598e+00
3.376033606860490441e+08,2.087329393738289962e+00,1.710473393570375436e+02,3.892263805359688966e+00
3.376033607312254310e+08,1.941753446382191495e+00,1.708484366376934247e+02,3.868842598799901555e+00
3.376033609935716987e+08,1.948776421958908767e+00,1.708945471798735696e+02,3.967680867613841755e+00
3.376033610063454509e+08,1.604543165104403535e+00,1.708994647117036720e+02,3.913247971212620246e+00
3.376033610752629042e+08,1.621992910557718881e+00,1.710052867444488811e+02,3.907202075658172014e+00
3.376033612239331007e+08,2.640258564644847095e+00,1.710375542743078938e+02,3.857734486420431264e+00
3.376033613017407060e+08,1.987026272835419993e+00,1.709270816382313569e+02,3.845731126723762827e+00
3.376033616325202584e+08,1.924179264110287058e+00,1.709544943840635085e+02,3.893567175759258703e+00
3.376033617540003061e+08,2.358193865094697639e+00,1.710167952680361338e+02,3.831409044785428542e+00
3.376033618569917083e+08,1.666727652312087082e+00,1.707963367664694943e+02,3.926009141424279481e+00
3.376033619004853368e+08,1.744837672864804290e+00,1.708638162757395946e+02,3.951728020236549455e+00
3.376033620813926458e+08,2.098049028100626323e+00,1.710597934568040444e+02,3.850693296454176462e+00
3.376033622037379742e+08,1.960667139330360076e+00,1.710258359718682186e+02,3.870920525332657736e+00
3.376033623112980127e+08,5.219616271159351584e+01,1.708996493939604306e+02,3.861039268358655629e+00
3.376033623778443933e+08,2.404975477808506401e+00,1.708860604420742675e+02,3.753562138980842899e+00
3.376033624534879327e+08,1.981253145247364511e+00,1.709370819212033439e+02,3.989515636588840231e+00
3.376033627931059599e+08,2.964215657605420517e+01,1.709228236332168365e+02,3.915793862757001698e+00
3.376033630395404100e+08,2.090664823946390083e+00,1.708630125317341992e+02,3.795784178697140465e+00
3.376033631889450550e+08,2.734916574926891997e+00,1.708657701253400489e+02,3.880589830157689768e+00
3.376033631921663880e+08,1.601937999991029926e+00,1.709165300308389135e+02,4.007259230797601823e+00
3.376033634012793899e+08,2.396579572002395686e+00,1.709333359024973902e+02,3.975131138763837946e+00
3.376033634720435739e+08,1.723336750948468499e+00,1.709972994384183664e+02,3.846585981806505128e+00
3.376033637088371515e+08,1.996455740387601097e+00,1.709506969612509977e+02,3.811687740598423080e+00
3.376033639110984802e+08,1.494631942708562349e+02,1.710461679080866588e+02,3.886956939512075770e+00
3.376033640592595339e+08,2.383675140189010389e+00,1.708202765365435027e+02,3.862969410173763052e+00
3.376033642408300042e+08,2.303676405995207510e+00,1.708139152771546492e+02,3.893620402436059003e+00
3.376033643477730751e+08,1.785026267480307904e+00,1.709454109494806460e+02,3.811164332836291635e+00
3.376033644178339839e+08,6.302080478284686649e+01,1.709988919657550070e+02,3.889476544750165132e+00
3.376033645318553448e+08,1.610048099189949733e+00,1.710013971031934261e+02,3.980893317149567068e+00
3.376033646116679907e+08,1.632945556005944487e+00,1.708325740225627385e+02,3.945757975241590110e+00
3.376033646481268406e+08,1.990281977791781731e+00,1.709682701209214031e+02,4.026496142653135379e+00
3.376033647026332617e+08,2.511741813966904857e+01,1.708837265065689621e+02,3.865740689875494240e+00
3.376033653374608755e+08,2.313489332580251912e+00,1.708475983875026429e+02,3.907433373079629124e+00
3.376033653682196736e+08,1.868344250133154638e+00,1.709109591630996192e+02,3.842222489200750157e+00
3.376033656588587165e+08,1.632691184892592462e+00,1.708412507306414057e+02,3.864553906211197543e+00
3.376033657530283332e+08,1.952630171870128439e+00,1.709791869841900223e+02,3.912290240773568684e+00
3.376033658436264992e+08,1.969660169701750840e+00,1.708541139298685891e+02,3.842514482453981195e+00
3.376033659276460409e+08,1.690021691208045684e+00,1.709117576421993761e+02,3.767315459750428364e+00
3.376033659895985723e+08,2.252369760390469988e+00,1.708998065936470709e+02,3.995966245803042050e+00
3.376033662047206759e+08,2.329705807258285688e+00,1.709729329530921973e+02,3.802962461576893993e+00
3.376033662213399410e+08,2.106059370588331259e+00,1.709547802261853349e+02,3.961793219770446406e+00
3.376033662712162137e+08,2.176026007287436670e+00,1.708512926656636353e+02,3.921973832333377263e+00
3.376033662919422984e+08,1.947856863105623448e+00,1.709131168414540412e+02,3.843021177053885573e+00
3.376033664797700047e+08,1.034966309164238112e+02,1.710309778577444035e+02,3.922281276633540870e+00
3.376033665873377919e+08,1.867790395349436583e+00,1.708541913042205351e+02,3.913764275853457875e+00
3.376033667843747735e+08,1.766003425717479036e+00,1.709496955496577755e+02,3.971574047977145749e+00
3.376033670339202285e+08,2.343086078153636453e+00,1.708345036897342766e+02,3.868585736422458954e+00
3.376033671409794688e+08,2.244563646570622240e+00,1.708222429332902550e+02,3.924766922188859919e+00
3.376033672862184644e+08,2.399300391892756235e+00,1.708848143453545276e+02,3.786760683936931660e+00
3.376033673845061064e+08,1.607405802831190389e+00,1.709006495991603458e+02,3.996592688789821768e+00
3.376033674012367129e+08,2.235573091135266033e+00,1.709009072312764204e+02,3.781116362533925468e+00
3.376033674427755475e+08,1.800250140795915277e+00,1.710565916887788376e+02,3.860729352132615588e+00
3.376033675141062140e+08,2.344638378070645235e+00,1.709419602171437020e+02,3.793977013012991062e+00
3.376033676768963933e+08,2.355727905288315327e+00,1.709757127991642847e+02,4.025572174294750560e+00
3.376033677203984857e+08,1.698739029877138318e+00,1.709737681989531382e+02,3.858055555283903537e+00
3.376033680592731833e+08,2.190762160137692760e+00,1.709003899651195013e+02,3.986467618814252933e+00
3.376033680613819957e+08,1.707831969390865900e+00,1.709904259032088873e+02,3.932349561184988129e+00
3.376033681301357150e+08,2.552218764087052616e+00,1.709988779631148645e+02,3.837609553288994224e+00
3.376033681881430149e+08,2.386815011393885300e+00,1.708602737185114790e+02,3.973025913193533931e+00
3.376033682730309367e+08,2.083043946325186191e+00,1.708177499240436532e+02,3.949437778978318381e+00
3.376033683470616937e+08,1.696508890074494458e+00,1.708840331102515790e+02,3.784624743987917039e+00
3.376033683594301939e+08,2.338894015548937944e+00,1.708822336376158262e+02,3.860477987029827585e+00
3.376033684587538242e+08,2.149035832710889604e+00,1.709248925314449252e+02,4.002672110830867602e+00
3.376033685051636100e+08,2.251094884930044948e+00,1.710092505422452120e+02,3.859579202678010912e+00
3.376033685493908525e+08,1.794075999430891466e+00,1.708904763168659429e+02,3.787261893044328698e+00
3.376033685503515005e+08,2.246045792528003293e+00,1.709539269821366361e+02,3.797625951461152116e+00
3.376033686949688196e+08,2.015007478869153434e+00,1.708004737140684313e+02,3.928503095236534293e+00
3.376033689452900887e+08,2.875171229659966965e+00,1.708824476552699991e+02,3.776881316155112689e+00
3.376033689799776077e+08,2.227467472951814020e+00,1.709306976229287329e+02,3.951450065652412746e+00
3.376033689876076579e+08,1.969179585218238770e+00,1.708146520151340439e+02,3.905492235411176960e+00
3.376033690196407437e+08,2.688088917020837521e+00,1.710130896547440500e+02,3.950748076787025109e+00
3.376033690993757248e+08,5.116090429397614514e+01,1.709039330195427340e+02,3.909280586196480556e+00
3.376033691218981743e+08,3.209559580729826056e+00,1.709164946115153896e+02,3.967844283112759829e+00
3.376033692602377534e+08,3.271974693467525341e+00,1.710244759809918662e+02,3.877869051255968813e+00
3.376033692632379532e+08,8.811148238026848389e+01,1.708494695386376634e+02,3.957002997154704271e+00
3.376033697229421735e+08,3.423391946109255901e+00,1.709710117547923574e+02,3.869837618686995384e+00
3.376033697913051844e+08,2.372995719023635708e+00,1.709683161944863059e+02,3.879519699149967860e+00
3.376033700250982642e+08,1.707681921834627969e+00,1.710286050163003893e+02,3.841501660485531211e+00
3.376033701700456738e+08,1.920605808796141067e+00,1.709544393440005194e+02,3.898087744436788515e+00
3.376033704111285210e+08,2.013298140853941653e+00,1.708324139755766282e+02,3.873377728841727041e+00
3.376033705431582332e+08,3.120489064378633604e+00,1.708812767696353774e+02,3.878901658734510427e+00
3.376033705820094943e+08,1.836842132819685336e+00,1.710239927826279143e+02,3.834968962872097986e+00
3.376033706401894689e+08,2.168179322441231349e+00,1.709659361153380814e+02,3.832533922150865635e+00
3.376033707638196945e+08,2.189212227832318725e+00,1.709972559293973120e+02,3.974402634055916650e+00
3.376033708000736833e+08,1.766754743143998274e+00,1.708155496129796518e+02,3.950504934783077182e+00
3.376033708139029145e+08,1.571391987195393654e+02,1.709687475875061864e+02,3.890962224958010918e+00
3.376033709854492545e+08,2.318630140471243273e+00,1.708425704291428815e+02,3.877881105731095346e+00
3.376033709965127110e+08,1.758857635021296995e+00,1.709513778741631143e+02,3.902311841862362130e+00
3.376033712371605635e+08,2.117523691802006613e+00,1.708573882924714837e+02,3.936864450269321303e+00
3.376033712860342264e+08,2.295125269336151685e+00,1.709568171423838976e+02,3.889429689866680473e+00
3.376033712979192734e+08,2.780602931863528582e+00,1.709368494678831496e+02,3.897280927145089890e+00
3.376033712990702391e+08,1.790761246946029894e+00,1.708170069387836350e+02,3.912952890310158693e+00
3.376033713269225359e+08,1.958914165143157859e+00,1.709706894891303364e+02,3.825996074770022570e+00
3.376033713537312150e+08,1.658990742284371711e+00,1.710106626421033695e+02,3.910971640331362131e+00
3.376033714077180028e+08,1.776438650933605423e+00,1.708090793978171291e+02,3.944657236450101134e+00
3.376033714489938617e+08,3.148710963300659138e+00,1.708056358477834920e+02,3.902872031034513967e+00
3.376033714936273098e+08,2.315508872275189756e+00,1.708559522680426426e+02,3.907349840297506205e+00
3.376033715372973084e+08,2.346811822641968970e+00,1.709555870507231816e+02,3.974268052881078983e+00
3.376033717021715045e+08,1.647062550135364400e+00,1.709609022928517561e+02,3.793700333959109106e+00
3.376033719992493391e+08,1.452054562190755291e+02,1.709599996022995470e+02,3.987283229921036565e+00
3.376033721722402573e+08,2.407888741616202477e+00,1.710382047607745903e+02,3.885139929371608236e+00
3.376033722517389655e+08,1.846623420364250423e+00,1.708998520774818246e+02,3.860627672646698816e+00
3.376033723696690798e+08,1.809411577409749672e+00,1.710091744167228001e+02,3.864127948238727850e+00
3.376033723877182603e+08,2.018714765908140141e+00,1.709858424519115374e+02,3.847107515424396329e+00
3.376033724140495062e+08,3.111631366440946511e+00,1.709494131509590602e+02,3.918419483312210794e+00
