# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033457607479692e+08,1.616931127971187543e+00,1.709234415427308988e+02,3.967611614056238967e+00
3.376033460226697922e+08,6.038774278436786602e+00,1.709221066884355480e+02,3.954732368559207067e+00
3.376033460642794371e+08,2.342546255091695340e+00,1.709005624706327922e+02,3.772188492157237949e+00
3.376033460973343849e+08,6.026416184413879940e+00,1.709693402369887565e+02,3.933766086823347052e+00
3.376033461774274707e+08,1.961130230059202617e+00,1.708351638187396020e+02,3.852869337923224613e+00
3.376033462648586035e+08,1.657147699958618547e+00,1.709189667401342945e+02,3.869526701759516740e+00
3.376033464208768606e+08,2.260918821598390416e+00,1.708934233399565414e+02,3.908064829258294459e+00
3.376033464266769290e+08,6.015447303218961039e+00,1.709583698622472809e+02,3.972019805525018210e+00
3.376033464422616959e+08,2.160495372986773965e+00,1.708144411355362706e+02,3.941668420650833671e+00
3.376033465360590219e+08,5.798063136020020103e+00,1.709461836024548518e+02,3.887833894232919363e+00
3.376033466781685948e+08,5.656547877589361839e+00,1.708874602055505818e+02,3.859369534922089340e+00
3.376033468332293034e+08,1.297884063040948490e+02,1.709194006674713933e+02,3.950106874405106883e+00
3.376033470234218836e+08,5.796495483912223357e+00,1.708822607201863093e+02,3.759853420983182648e+00
3.376033470341210365e+08,2.230423373287727173e+01,1.708243343356352568e+02,3.887628639492775484e+00
3.376033471060870290e+08,2.407917408406918813e+00,1.709011887464456265e+02,3.898374753370703605e+00
3.376033471521822214e+08,6.222319621470973061e+00,1.708755969830248489e+02,3.862354749452513669e+00
3.376033471679630876e+08,2.891941624608304728e+00,1.709428621287630392e+02,4.018353837954577124e+00
3.376033471970584989e+08,6.048424901195117442e+00,1.709742128237202792e+02,3.845882815475915262e+00
3.376033472284201384e+08,1.856393253138547417e+00,1.709697628721161209e+02,4.035520203874677136e+00
3.376033473123116493e+08,1.812391773493564173e+00,1.709857995591329427e+02,3.828395068801327294e+00
3.376033473351703286e+08,5.120190527019216375e+01,1.709505346135143213e+02,3.909398719890596396e+00
3.376033474655215740e+08,5.992912113332810264e+00,1.709494116018967986e+02,3.879892228379689278e+00
3.376033476067554355e+08,2.912435105304343352e+00,1.709532449354841219e+02,3.887244315805360451e+00
3.376033476187801361e+08,5.248022280327092659e+01,1.709811848425204630e+02,4.015182608234244555e+00
3.376033479522079825e+08,2.032521072370799597e+00,1.709840226747817269e+02,3.940772521648916005e+00
3.376033480180301666e+08,2.059985843481166867e+00,1.710436421713291679e+02,3.855886507889976222e+00
3.376033481123867035e+08,5.710248705464996632e+00,1.709651262130508087e+02,3.946533765434686813e+00
3.376033481235211492e+08,2.401382190455173316e+00,1.710260993273745385e+02,3.845814879294665811e+00
3.376033481604137421e+08,5.877546024678854231e+00,1.709605593078722734e+02,3.805065399113769065e+00
3.376033482327125072e+08,1.767022214335657981e+00,1.709513081974280908e+02,3.869303946534139005e+00
3.376033483310555816e+08,2.350971934333982993e+00,1.708637303587335623e+02,3.838412040299783889e+00
3.376033483376137018e+08,2.034953825673822880e+00,1.708586497633619672e+02,3.912444206635195876e+00
3.376033483495947719e+08,2.250637001304332863e+00,1.710355302614249524e+02,3.907649897487362356e+00
3.376033483883978724e+08,1.916914011141834573e+00,1.709282836317137537e+02,3.896120769935002670e+00
3.376033484868562818e+08,5.799967332779827345e+00,1.708912891048476297e+02,3.797559815716511356e+00
3.376033485601152182e+08,1.769958045896398158e+00,1.709520160215391229e+02,3.916188104591817432e+00
3.376033485961152315e+08,5.781611777485379911e+00,1.708920703616982451e+02,3.805352964751858913e+00
3.376033486332942843e+08,2.316522034118907669e+00,1.708325642522231362e+02,3.960307409101665677e+00
3.376033486524035335e+08,5.977050382478482859e+00,1.708702661682941084e+02,3.820828283198732134e+00
3.376033487378085852e+08,5.835750180753279004e+00,1.709076393025388541e+02,3.845969728704619506e+00
3.376033487803738713e+08,6.039404051424022590e+00,1.708870342771706703e+02,3.950087608676980722e+00
3.376033487907485962e+08,1.825157914658060321e+00,1.709559554332253981e+02,3.868716993423702455e+00
3.376033489472509027e+08,6.016907567935741774e+00,1.710195019848424920e+02,3.826235741423067438e+00
3.376033490117123127e+08,2.123750492670668510e+00,1.710004348609117244e+02,3.960305334658470233e+00
3.376033490272763968e+08,6.060883350833286443e+00,1.708902532255369806e+02,3.789527014056921495e+00
3.376033491613614559e+08,6.244475127837753270e+00,1.709223672627518908e+02,3.978303927573592524e+00
3.376033492814298272e+08,6.011526645938215729e+00,1.709686589717031779e+02,3.880562919811040956e+00
3.376033493081918359e+08,1.884709134426546306e+00,1.710218024816420268e+02,3.842332996043035465e+00
3.376033493153768778e+08,1.948978092740127233e+00,1.709644053054963990e+02,3.821768565487765112e+00
3.376033494619910717e+08,3.795416633502456172e+00,1.710571065463272475e+02,3.882802163995894951e+00
3.376033495853910446e+08,1.758326639713976736e+00,1.710096953344633164e+02,3.895255313460064261e+00
3.376033496192571521e+08,4.081997855563940014e+00,1.709758854321788988e+02,3.836596124027347621e+00
3.376033497256225944e+08,5.764726020445805510e+00,1.708577362055309834e+02,3.863030984299792081e+00
3.376033497308723927e+08,6.165039576273801281e+00,1.709623630174438347e+02,3.806087367387242182e+00
3.376033498264348507e+08,2.360316907271136522e+00,1.709041503517644287e+02,3.894170596587979816e+00
3.376033498444032073e+08,2.070605212772229198e+00,1.710302558333828529e+02,3.893576629187101013e+00
3.376033499216853976e+08,2.284873182123060342e+00,1.708972943367374171e+02,3.946214310418068916e+00
3.376033499235174656e+08,1.877218285648430740e+00,1.708907664756540328e+02,3.900001910925891657e+00
3.376033499318237305e+08,6.089679176408489880e+00,1.710553808286759363e+02,3.855132235858533374e+00
3.376033500946884751e+08,1.879623526491933427e+00,1.709542720066843629e+02,3.808791117853385089e+00
3.376033501409242749e+08,2.196673037662023820e+00,1.708645051898954534e+02,3.906568046389272464e+00
3.376033501846913695e+08,2.282804188054696315e+00,1.709097867325675111e+02,4.007999606482038679e+00
3.376033503623366952e+08,5.958095867042954907e+00,1.709267793367226034e+02,3.878371437625790730e+00
3.376033505938851237e+08,6.899716378870737188e+00,1.709797058941645957e+02,3.818344636262514413e+00
3.376033507927632332e+08,6.099769176448747388e+00,1.708850996151901995e+02,3.831755901371908024e+00
3.376033508023812771e+08,2.028824204160907030e+00,1.708451933986693518e+02,3.963057446188319233e+00
3.376033508054740429e+08,6.351498214336848136e+00,1.709095732366388631e+02,3.835965585462671967e+00
3.376033508169910312e+08,6.019138310840306261e+00,1.708546287101403891e+02,3.820185494452585040e+00
3.376033508399009109e+08,8.200980187102203445e+01,1.709764387461199533e+02,4.007136752673790880e+00
3.376033509868062139e+08,6.056689677836732066e+00,1.708922402286741544e+02,3.865933346065206333e+00
3.376033510225040913e+08,1.778832112147844757e+00,1.708461954555037039e+02,3.820791493551157547e+00
3.376033510236884952e+08,6.028968796399784225e+00,1.709313484649817383e+02,3.862897982710411071e+00
3.376033514626104832e+08,6.100394157116044269e+00,1.708427325016124030e+02,3.890512513942238293e+00
3.376033514677969813e+08,1.990609212791740301e+00,1.709860753201764680e+02,3.819512973269416189e+00
3.376033515602867603e+08,2.263892782210612964e+00,1.708405849165382335e+02,3.926972809976216450e+00
3.376033516193486452e+08,2.132951897190216606e+00,1.709553035735706032e+02,3.990080451995684285e+00
3.376033518155080080e+08,1.885669040696331233e+00,1.708979513802112535e+02,3.937351302616125093e+00
3.376033519578315020e+08,1.986568382344434447e+00,1.708970607797691628e+02,3.988979542659163435e+00
3.376033519857742786e+08,2.143081081878468463e+00,1.708137541655655980e+02,3.907692039050211452e+00
3.376033519904685616e+08,2.682912549639316246e+00,1.709857964804247388e+02,3.879959606042834963e+00
3.376033521494557261e+08,1.860556377437396991e+00,1.709353167890710097e+02,3.879023801840586039e+00
3.376033521711988449e+08,1.607744454632449971e+00,1.710455290605027017e+02,3.862388653809204708e+00
3.376033522632541656e+08,5.998226214279815061e+00,1.709702644999219388e+02,3.988267514756332677e+00
3.376033523403580785e+08,1.663686236408609131e+00,1.709819184799974892e+02,4.005655217334521900e+00
3.376033526530624032e+08,2.629121319454542416e+00,1.710219677506751736e+02,3.893925272553902861e+00
3.376033526636376381e+08,2.156517501457416941e+00,1.708186985420046256e+02,3.894394107957150908e+00
3.376033527782950401e+08,2.190183998500868867e+00,1.709964659913471223e+02,3.864478737482292647e+00
3.376033528408840299e+08,2.087101071341565195e+00,1.710354958057976091e+02,3.913251400795580537e+00
3.376033528453637362e+08,1.540614994409284755e+01,1.709452427205843605e+02,3.793634775282613614e+00
3.376033529146908522e+08,1.738613253566821948e+00,1.708900256957752219e+02,3.994948586261984236e+00
3.376033530344471335e+08,2.362889212155344421e+00,1.709825666953259713e+02,3.985502542970155826e+00
3.376033530648393631e+08,6.074041464995421080e+00,1.709104234936881426e+02,3.794326873570564640e+00
3.376033531697494388e+08,3.289774035318211887e+00,1.709066984776124229e+02,3.762859370918177238e+00
3.376033532255429626e+08,2.260478707939296061e+00,1.709577362203159510e+02,3.794983706283806324e+00
3.376033532918743491e+08,2.347963725935499291e+00,1.708533809208700518e+02,3.874563238834425327e+00
3.376033534156908989e+08,1.615102211500713425e+00,1.709056415180590989e+02,3.806443682589609523e+00
3.376033534530110955e+08,2.193269956051675074e+00,1.709915232791433368e+02,3.949722626561225525e+00
3.376033536011896133e+08,2.204785912320299524e+00,1.709742306003732040e+02,3.858434146079495086e+00
3.376033537119758725e+08,2.245656739643242528e+00,1.710430764576671834e+02,3.877128737977848960e+00
3.376033538129314184e+08,5.916813514285307996e+00,1.710091466683033161e+02,3.871670062820760094e+00
3.376033539029459357e+08,2.188769776197739603e+00,1.710274746227981666e+02,3.894108898838496646e+00
3.376033539300912023e+08,5.844137553459619383e+00,1.708819099002054429e+02,3.942979467055711673e+00
3.376033541084281802e+08,1.918888247194223018e+00,1.709592366679541158e+02,3.830563746612035469e+00
3.376033541382998228e+08,1.952847587823115738e+00,1.710172529927173741e+02,3.854828873866207761e+00
3.376033541901690960e+08,6.094027126105011405e+00,1.708427810709993651e+02,3.834439585681175711e+00
3.376033543466707468e+08,6.178939880492461789e+00,1.709527151341698925e+02,3.830713580862655565e+00
3.376033543626975417e+08,6.027333573552563273e+00,1.708908662451238740e+02,3.764846476581420465e+00
3.376033544457863569e+08,2.266132872438553214e+00,1.708187854247072437e+02,3.897308407217654924e+00
3.376033545307376981e+08,1.933546358533342335e+00,1.710054865837992963e+02,3.841339849777954285e+00
3.376033546456826329e+08,5.926588699460181964e+00,1.708823050779656398e+02,3.962773229841332956e+00
3.376033548253092170e+08,2.071843300789438569e+00,1.709189255261559879e+02,3.868861949889898622e+00
3.376033548442010283e+08,2.195895960792268564e+00,1.708732868427176186e+02,3.895768412954114801e+00
3.376033548453619480e+08,3.167849558123928766e+00,1.708614944391173367e+02,3.970616190522538780e+00
3.376033548478155732e+08,1.922730149723795634e+00,1.708683948602193539e+02,3.919821442034005177e+00
3.376033548515447974e+08,1.935525344199860331e+00,1.708665232205178484e+02,3.948118107522419429e+00
3.376033548572061658e+08,6.118325483851480229e+00,1.710238797797612165e+02,3.867526402020199594e+00
3.376033549109812379e+08,1.631634834840565595e+00,1.708640915952441333e+02,3.865115831597246476e+00
3.376033549746032357e+08,2.153441677543777466e+00,1.709588799557076300e+02,4.003858061833443394e+00
3.376033549887050986e+08,5.992418012585758014e+00,1.709466515993487121e+02,4.009876502557829347e+00
3.376033551973381042e+08,1.730471077537582891e+00,1.709617209180852342e+02,3.930546605058632625e+00
3.376033552413083911e+08,2.397889821586149495e+00,1.709793892107856550e+02,3.935674467926915554e+00
3.376033552745248079e+08,6.059285839007745977e+00,1.709180294067927264e+02,3.996329051397071286e+00
3.376033552850980163e+08,1.708581280738166619e+00,1.708195964385194259e+02,3.878890099185962281e+00
3.376033553011839390e+08,6.009549979334299685e+00,1.710109299933045293e+02,3.825397043426562949e+00
3.376033553353906870e+08,2.097569404786911118e+00,1.708990055228441634e+02,3.768273506377466386e+00
3.376033554329910874e+08,1.857154394544073828e+00,1.709293528553959902e+02,3.853674343931867252e+00
3.376033557180454731e+08,2.096229031634090578e+00,1.709361782025349612e+02,3.939012117613016617e+00
3.376033558363915086e+08,6.102507760082339416e+00,1.708951993479685996e+02,3.855804836887458897e+00
3.376033558757463098e+08,6.189489934240544500e+00,1.709032758347775882e+02,3.871899970176344130e+00
3.376033559035179019e+08,2.085577838380451965e+00,1.709104260483467215e+02,3.820289468175217529e+00
3.376033559705786109e+08,5.606942906616254163e+00,1.709040778202698050e+02,3.865863681370726557e+00
3.376033561801925302e+08,6.217672317958959027e+00,1.709528860647669717e+02,3.897398133085834715e+00
3.376033563665954471e+08,1.812704198303840997e+00,1.709402379001339227e+02,3.823990402653359766e+00
3.376033566977731586e+08,1.822118357687700030e+00,1.709872134313028482e+02,3.991526013672991979e+00
3.376033567609131336e+08,1.803784668693259485e+00,1.708459392234615848e+02,3.958154652222828584e+00
3.376033568223256469e+08,1.754531522046633318e+00,1.709513988257268977e+02,3.846781396693720101e+00
3.376033568900251985e+08,5.930706145629542014e+00,1.708606488450762697e+02,3.917687330288396552e+00
3.376033569250677228e+08,2.049707896768633297e+00,1.709544343171015441e+02,3.894056844212843593e+00
3.376033570556678772e+08,2.336407508121305199e+01,1.708610621520066388e+02,3.841422916585996550e+00
3.376033571434069872e+08,1.811492890588632054e+00,1.708575304685098217e+02,3.932679849985841969e+00
3.376033571829790473e+08,1.784209198181600398e+00,1.709195307987443186e+02,3.798050624037268896e+00
3.376033571935160756e+08,2.754357872992889256e+00,1.709444181082311047e+02,3.942066333728016403e+00
3.376033572777301669e+08,5.791785193446203017e+00,1.708300670298593502e+02,3.920038879003856280e+00
3.376033573954461217e+08,5.862345007435442845e+00,1.709601117697233974e+02,3.925607653158253552e+00
3.376033576157772541e+08,6.001318535359470019e+00,1.709180159885475803e+02,3.967647327710249971e+00
3.376033577187556028e+08,1.953940761908008472e+00,1.709626409192192114e+02,3.890578308393592533e+00
3.376033578391897678e+08,6.156927780185614374e+00,1.708866143809231346e+02,3.840370301955417620e+00
3.376033580194075704e+08,3.173790395050612112e+00,1.709179388958817185e+02,3.924818485048939376e+00
3.376033581162347794e+08,1.842785872777400158e+01,1.708113382595186920e+02,3.902088703096262989e+00
3.376033581228628755e+08,2.378377607163466134e+00,1.708584577736125425e+02,3.937533938791329291e+00
3.376033581879892945e+08,2.179272370159179850e+00,1.709298510757350300e+02,3.923485130859773573e+00
3.376033583793439269e+08,2.332550530085358176e+00,1.710020627598275667e+02,3.858001836643805138e+00
3.376033584000406265e+08,1.691967559146058786e+00,1.709647662259786784e+02,3.926359221800067356e+00
3.376033584197889566e+08,2.295248485309334008e+00,1.709849193595996724e+02,3.818314430657857805e+00
3.376033585446057320e+08,5.879916867070071440e+00,1.709641193936146522e+02,3.885916271103163400e+00
3.376033586019403338e+08,5.563711903544112047e+00,1.709411670159842060e+02,3.857457300906932840e+00
3.376033587274217606e+08,2.037728595790972985e+00,1.708870640781955217e+02,3.796160266099078751e+00
3.376033587605567575e+08,5.814781316815855305e+00,1.708912790865105080e+02,3.833140212231577415e+00
3.376033588129032254e+08,2.529864952653347654e+00,1.709114445660667059e+02,4.012510663842606462e+00
3.376033588723820448e+08,2.249595403337578681e+00,1.709111532502086561e+02,3.868449242194264670e+00
3.376033588754859567e+08,6.019417057733780219e+00,1.709822024644214764e+02,3.906852476592393320e+00
3.376033589107633233e+08,1.957180979073197102e+00,1.709654103955371340e+02,3.926668587617639705e+00
3.376033590915572643e+08,5.918263400760433335e+00,1.708722380504887894e+02,3.929794415956219922e+00
3.376033591335897446e+08,1.882360240687510178e+00,1.708353185210288814e+02,3.837955865278630974e+00
3.376033592027686834e+08,1.739235624436402672e+00,1.708897456406956792e+02,3.858339647278051121e+00
3.376033593220527768e+08,2.237924206672396998e+00,1.710575097208924831e+02,3.849734871486050203e+00
3.376033596698429585e+08,5.941557672464254480e+00,1.709413648414879106e+02,3.889245397551027494e+00
3.376033597324733734e+08,2.333373416382687804e+00,1.709308680070352580e+02,3.858393028295531657e+00
3.376033597630558610e+08,6.116494493724776937e+00,1.709916774777962303e+02,3.846590915685646817e+00
3.376033598517239094e+08,6.156176205752014852e+00,1.708362696514855372e+02,3.960314582995245303e+00
3.376033598524538279e+08,1.972887492346850014e+00,1.710103727640970419e+02,3.954713307417681456e+00
3.376033598631279469e+08,5.852753823589782023e+00,1.709772436957820219e+02,3.848356196086952785e+00
3.376033599478234649e+08,1.756651201674986673e+00,1.709371533502917089e+02,3.778726454347693053e+00
3.376033600084719658e+08,2.898524516149397101e+00,1.709666240851591397e+02,3.913928266203268613e+00
3.376033600757809877e+08,6.070446873867446413e+00,1.708768481674240149e+02,3.842651022697269880e+00
3.376033601228594184e+08,2.568524796217349859e+00,1.709073383188784589e+02,3.844103711137778046e+00
3.376033602575140595e+08,1.652520273315347676e+00,1.710436457945607742e+02,3.850268867363924929e+00
3.376033603076348901e+08,6.162702945336787863e+00,1.709145282918817088e+02,3.915514110469620501e+00
3.376033603477824926e+08,5.897960595201865885e+00,1.709689289711993752e+02,3.919342092378732101e+00
3.376033603805779219e+08,5.813698634804660870e+00,1.708920499328245342e+02,3.807087301894906517e+00
3.376033603957180977e+08,2.148870423820407716e+00,1.708652224661065588e+02,3.890519593558282807e+00
3.376033604473145008e+08,5.930619653374952449e+00,1.709217666611167488e+02,4.016689825325678420e+00
3.376033605162802935e+08,1.841676792815793551e+00,1.708458956730967202e+02,3.875897357279825428e+00
3.376033605251835585e+08,6.185803966645091911e+00,1.708778585374376746e+02,3.806812937424052912e+00
3.376033605304031372e+08,2.071550360393108026e+00,1.708789398686886045e+02,3.889868335650019215e+00
3.376033605399670601e+08,1.999879703900454553e+00,1.709086480351153909e+02,3.886017202958601313e+00
3.376033605429734588e+08,1.974618329776619774e+00,1.709927661752344363e+02,3.881255029096665865e+00
3.376033605724096894e+08,5.975554618806595997e+00,1.709818860672057781e+02,3.868073115833489339e+00
3.376033605750425458e+08,6.055400294861247090e+00,1.709697633749033230e+02,3.848485148363178787e+00
3.376033605776576996e+08,1.708078437607569500e+00,1.709068956936038148e+02,3.888368456985785926e+00
3.376033607998647094e+08,2.166814099915475911e+00,1.708874547281677394e+02,3.865078670755933921e+00
3.376033608945470452e+08,2.778163810871900452e+00,1.708325372946512744e+02,3.930745757665450757e+00
3.376033610107740760e+08,2.293449346396163158e+00,1.710125234889113131e+02,3.879031456875613681e+00
3.376033611691977382e+08,6.029329009497196523e+00,1.709375510493901800e+02,3.886315245764846882e+00
3.376033612400075197e+08,1.726515103344073099e+00,1.708712279541039436e+02,3.883497243348231986e+00
3.376033612654711604e+08,2.201625325150233792e+00,1.708793219270922066e+02,3.989688540110851278e+00
3.376033614037400484e+08,2.140725570891803820e+00,1.708333319580654575e+02,3.847047310461746861e+00
3.376033614188035727e+08,5.847929843693588481e+00,1.709537484428714720e+02,4.009131768278055397e+00
3.376033615037036538e+08,5.851932940056727261e+00,1.709383529820647141e+02,3.947148287055944227e+00
3.376033616094464660e+08,6.127852885681299711e+00,1.709175796257143247e+02,3.892193867687462561e+00
3.376033617307407856e+08,2.392729739248743215e+00,1.709899208742657493e+02,3.966879279249424961e+00
3.376033617321879864e+08,1.827403207230990478e+00,1.709163439137021214e+02,4.000902567256429343e+00
3.376033617964279056e+08,1.843638734781121835e+00,1.709501596949507984e+02,3.829316881538257444e+00
3.376033618257097006e+08,2.239828179849501666e+00,1.709747706875611470e+02,3.891538061489273836e+00
3.376033618703441024e+08,1.807289786519580277e+00,1.708571444496315053e+02,3.944717650384316876e+00
3.376033618878229856e+08,1.634463239794257339e+00,1.710033685441493105e+02,3.977765662341560482e+00
3.376033619803872705e+08,1.748204574959411506e+00,1.709526616176628977e+02,3.866333364542129392e+00
3.376033621695808172e+08,6.000077399726084337e+00,1.709694348161156938e+02,4.002542232428403679e+00
3.376033621942666173e+08,2.283069978397910926e+00,1.709846612728895252e+02,3.849807134210905701e+00
3.376033622137830853e+08,5.951994327159717102e+00,1.708967248033199553e+02,3.815120670247671431e+00
3.376033623186379671e+08,2.110077253558832133e+00,1.708014693531841885e+02,3.903900878929199347e+00
3.376033623688513041e+08,1.939294653543255587e+00,1.708556409953112620e+02,3.947608906512197535e+00
3.376033624385885596e+08,1.875071366722725230e+01,1.709656075506065065e+02,3.930192704222104538e+00
3.376033624476011992e+08,5.888974055302498734e+00,1.709529372781034624e+02,3.893069366564679612e+00
3.376033625584977269e+08,2.146284089809401774e+00,1.709270311554543582e+02,3.797739787882851381e+00
3.376033626523718238e+08,5.760312948652318354e+00,1.709071115600568191e+02,3.970155687750879903e+00
3.376033626745647788e+08,1.889877485676184854e+00,1.709641332488720309e+02,3.952910663711303396e+00
3.376033627035105824e+08,6.028719239133042862e+00,1.710210338821682399e+02,3.910709468010453715e+00
3.376033627744286656e+08,2.269401333322040415e+00,1.709303607237483220e+02,3.807789428007822163e+00
3.376033629054748416e+08,2.273808287440430398e+00,1.708830604185814650e+02,3.806716462232708320e+00
